image_path,mask_path,series,split
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071300220015EM VASCULAR_slice_611.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071300220015EM VASCULAR_slice_611.png,202202071300220015EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071300220015EM VASCULAR_slice_623.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071300220015EM VASCULAR_slice_623.png,202202071300220015EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071300220015EM VASCULAR_slice_665.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071300220015EM VASCULAR_slice_665.png,202202071300220015EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071300220015EM VASCULAR_slice_69.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071300220015EM VASCULAR_slice_69.png,202202071300220015EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071300220015EM VASCULAR_slice_716.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071300220015EM VASCULAR_slice_716.png,202202071300220015EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071300220015EM VASCULAR_slice_763.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071300220015EM VASCULAR_slice_763.png,202202071300220015EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071300220015EM VASCULAR_slice_831.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071300220015EM VASCULAR_slice_831.png,202202071300220015EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071300220015EM VASCULAR_slice_972.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071300220015EM VASCULAR_slice_972.png,202202071300220015EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_123.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_123.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_127.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_127.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_128.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_128.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_129.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_129.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_151.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_151.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_154.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_154.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_155.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_155.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_17.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_17.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_197.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_197.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_38.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_38.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_44.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_44.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_603.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_603.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_604.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_604.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_653.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_653.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_655.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_655.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_69.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_69.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_695.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_695.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_72.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_72.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_727.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_727.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071308300020EM VASCULAR_slice_794.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071308300020EM VASCULAR_slice_794.png,202202071308300020EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_124.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_124.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_140.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_140.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_171.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_171.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_188.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_188.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_211.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_211.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_223.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_223.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_253.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_253.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_255.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_255.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_257.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_257.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_286.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_286.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_320.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_320.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_341.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_341.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_343.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_343.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_386.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_386.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_414.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_414.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_43.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_43.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_442.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_442.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_465.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_465.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_471.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_471.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_477.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_477.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_584.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_584.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_585.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_585.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_656.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_656.png,202202071309230021EM VASCULAR,train
/home/gokul/github_repos/cyient/data/sample_images/carotid/US images/202202071309230021EM VASCULAR_slice_671.png,/home/gokul/github_repos/cyient/data/sample_images/carotid/Expert mask images/202202071309230021EM VASCULAR_slice_671.png,202202071309230021EM VASCULAR,train
